Cruise_ID,CTD_station_no,Experiment_no,Experiment_time_point,Incu_start_time,Incu_end_time,Incu_duration,CTD_sample_incutemp,Experimental_sample_incutemp,Experimental_temp_treatment_incu_temp,CTD_station_time,CTD_station_lat,CTD_station_long,,,,,,,,,,,,
2073,45,NaN,NaN,41089.39722,41089.61111,308,13,NaN,NaN,39627.36111,56.1817,-31.8295
2073,NaN,2,4,41089.60417,41089.80347,287,NaN,13,16,NaN,NaN,NaN
2073,46,NaN,NaN,41089.81528,41090.39028,828,13,NaN,NaN,39627.76042,57.7108,-32.1503
2073,47,NaN,NaN,41090.40069,41090.58264,262,12,NaN,NaN,39628.36667,60.1582,-32.7713
2073,NaN,3,0,41090.59375,41090.94653,508,NaN,13,NaN,NaN,NaN,NaN
2073,52,NaN,NaN,41091.26042,41091.61111,505,11,NaN,NaN,39629.22222,61.6178,-34.1007
2073,NaN,3,1,41091.60069,41091.82986,330,NaN,13,NaN,NaN,NaN,NaN
2073,56,NaN,NaN,41092.28264,41092.74306,663,11,NaN,NaN,39630.25139,61.8287,-33.9433
2073,57,NaN,NaN,41092.79514,41093.27569,692,12,NaN,NaN,39630.7625,61.8588,-33.6175
2073,63,NaN,NaN,41093.28611,41093.6125,470,11,NaN,NaN,39631.23958,61.8172,-33.4682
2073,NaN,4,1,41093.60764,41093.79167,265,NaN,12,16,NaN,NaN,NaN
2073,68,NaN,NaN,41094.28056,41094.61389,480,11,NaN,NaN,39632.24931,61.5572,-33.593
2073,NaN,4,2,41094.61111,41094.79514,265,NaN,12,16,NaN,NaN,NaN
2073,70,NaN,NaN,41094.80069,41095.23958,632,11,NaN,NaN,39632.76458,61.694,-33.7773
2073,72,NaN,NaN,41095.25,41095.60278,508,11,NaN,NaN,39633.2125,61.5413,-34.1067
2073,NaN,4,3,41095.59722,41095.92986,479,NaN,12,16,NaN,NaN,NaN
2073,76,NaN,NaN,41095.925,41096.38333,660,12,NaN,NaN,39633.89306,61.8718,-33.4047
2073,77,NaN,NaN,41096.41944,41096.67986,375,12,NaN,NaN,39634.38403,63.1895,-32.7835
2073,NaN,4,4,41096.675,41096.83958,237,NaN,12,16,NaN,NaN,NaN
2073,79,NaN,NaN,41096.83403,41097.32639,709,12,NaN,NaN,39634.79653,63.3478,-32.824
2073,81,NaN,NaN,41097.33333,41097.70347,533,11,NaN,NaN,39635.29444,61.6945,-33.777
2073,NaN,5,1,41097.69792,41097.92986,334,NaN,12,NaN,NaN,NaN,NaN
2073,86,NaN,NaN,41098.25278,41098.61736,525,10,NaN,NaN,39636.20903,61.6673,-33.8667
2073,NaN,5,2,41098.61111,41098.90556,424,NaN,12,NaN,NaN,NaN,NaN
2073,89,NaN,NaN,41098.91319,41099.40625,710,11,NaN,NaN,39636.87917,62.2432,-34.6852
2073,92,NaN,NaN,41099.42222,41099.65972,342,11,NaN,NaN,39637.37847,61.7738,-33.9063
2073,93,NaN,NaN,41099.65625,41099.93194,397,11,NaN,NaN,39637.62292,61.795,-33.9035
2073,95,NaN,NaN,41099.925,41100.25278,472,11,NaN,NaN,39637.87778,62.4075,-34.913
2073,97,NaN,NaN,41100.2625,41100.83681,827,11,NaN,NaN,39638.21389,61.7623,-33.9057
2073,NaN,6,1,41100.84375,41101.28264,632,NaN,12,NaN,NaN,NaN,NaN
2073,NaN,6,2,41101.79514,41101.98264,270,NaN,12,NaN,NaN,NaN,NaN
2073,NaN,7,1,41102.67014,41102.86667,283,NaN,12,NaN,NaN,NaN,NaN
2073,NaN,6,3,41102.87639,41103.39375,745,NaN,12,NaN,NaN,NaN,NaN
2073,NaN,7,2,41103.59861,41103.84375,353,NaN,12,NaN,NaN,NaN,NaN
